Date,Exercise,Reps,Weight(kg),Duration(s),Distance(m),Incline,Resistance,isWarmup,Note,multiplier
2026-06-29 04:24:43 +0000,Barbell Incline Bench Press, 5,42.5,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-29 04:24:43 +0000,Barbell Incline Bench Press, 5,52.5,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-29 04:24:43 +0000,Barbell Incline Bench Press, 8,62.5,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-29 04:24:43 +0000,Barbell Incline Bench Press, 7,62.5,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-29 04:24:43 +0000,EZ-Bar Curl, 8,20.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-29 04:24:43 +0000,EZ-Bar Curl, 8,25.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-29 04:24:43 +0000,EZ-Bar Curl, 10,30.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-29 04:24:43 +0000,EZ-Bar Curl, 10,30.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-29 04:24:43 +0000,Cable Row, 10,46.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-29 04:24:43 +0000,Cable Row, 10,54.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-29 04:24:43 +0000,Cable Row, 10,64.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-29 04:24:43 +0000,Cable Row, 10,64.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-29 04:24:43 +0000,Cable Rope Tricep Extension, 8,20.0,0.0,0.0,0.0,0.0,true,, 1.0
2026-06-29 04:24:43 +0000,Cable Rope Tricep Extension, 8,32.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-29 04:24:43 +0000,Cable Rope Tricep Extension, 8,32.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-29 04:24:43 +0000,Cable Rope Tricep Extension, 8,32.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-29 04:24:43 +0000,Skullcrusher, 8,20.0,0.0,0.0,0.0,0.0,true,, 1.0
2026-06-29 04:24:43 +0000,Skullcrusher, 6,34.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-29 04:24:43 +0000,Skullcrusher, 6,34.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-29 04:24:43 +0000,Skullcrusher, 6,34.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-26 04:21:05 +0000,Barbell Shoulder Press, 8,25.0,0.0,0.0,0.0,0.0,true,, 1.0
2026-06-26 04:21:05 +0000,Barbell Shoulder Press, 5,45.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-26 04:21:05 +0000,Barbell Shoulder Press, 5,45.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-26 04:21:05 +0000,Barbell Shoulder Press, 5,45.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-26 04:21:05 +0000,Bent Over Barbell Row, 8,45.0,0.0,0.0,0.0,0.0,true,, 1.0
2026-06-26 04:21:05 +0000,Bent Over Barbell Row, 4,75.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-26 04:21:05 +0000,Bent Over Barbell Row, 4,75.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-26 04:21:05 +0000,Dumbbell Rear Delt Raise, 5,12.0,0.0,0.0,0.0,0.0,false,, 2.0
2026-06-26 04:21:05 +0000,Dumbbell Rear Delt Raise, 5,12.0,0.0,0.0,0.0,0.0,false,, 2.0
2026-06-26 04:21:05 +0000,Dumbbell Rear Delt Raise, 8,12.0,0.0,0.0,0.0,0.0,false,, 2.0
2026-06-26 04:21:05 +0000,Dip, 10,0.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-26 04:21:05 +0000,Dip, 10,0.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-26 04:21:05 +0000,Dip, 10,0.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-26 04:21:05 +0000,Seated Back Extension, 12,40.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-26 04:21:05 +0000,Seated Back Extension, 12,40.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-26 04:21:05 +0000,Seated Back Extension, 12,40.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-26 04:21:05 +0000,Seated Back Extension, 12,40.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-26 04:21:05 +0000,Seated Back Extension, 12,40.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-25 05:25:10 +0000,Deadlift, 8,60.0,0.0,0.0,0.0,0.0,true,, 1.0
2026-06-25 05:25:10 +0000,Deadlift, 3,90.0,0.0,0.0,0.0,0.0,true,, 1.0
2026-06-25 05:25:10 +0000,Deadlift, 5,100.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-25 05:25:10 +0000,Deadlift, 5,100.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-25 05:25:10 +0000,Deadlift, 5,100.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-25 05:25:10 +0000,Deadlift, 5,100.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-25 05:25:10 +0000,Back Squat, 8,60.0,0.0,0.0,0.0,0.0,true,, 1.0
2026-06-25 05:25:10 +0000,Back Squat, 3,90.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-25 05:25:10 +0000,Back Squat, 3,90.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-25 05:25:10 +0000,Back Squat, 3,90.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-25 05:25:10 +0000,Back Squat, 3,90.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-25 05:25:10 +0000,Good Morning, 8,30.0,0.0,0.0,0.0,0.0,true,, 1.0
2026-06-25 05:25:10 +0000,Good Morning, 5,50.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-25 05:25:10 +0000,Good Morning, 5,50.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-25 05:25:10 +0000,Good Morning, 5,50.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-25 05:25:10 +0000,Barbell Hip Thrust, 6,70.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-25 05:25:10 +0000,Barbell Hip Thrust, 6,75.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-25 05:25:10 +0000,Barbell Hip Thrust, 8,90.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-25 05:25:10 +0000,Barbell Hip Thrust, 8,90.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-25 05:25:10 +0000,Ab Rollout, 12,0.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-25 05:25:10 +0000,Ab Rollout, 12,0.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-25 05:25:10 +0000,Ab Rollout, 12,0.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-25 05:25:10 +0000,Ab Rollout, 12,0.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-23 04:13:29 +0000,Barbell Bench Press, 8,40.0,0.0,0.0,0.0,0.0,true,, 1.0
2026-06-23 04:13:29 +0000,Barbell Bench Press, 5,70.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-23 04:13:29 +0000,Barbell Bench Press, 5,70.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-23 04:13:29 +0000,Close-Grip Bench Press, 8,40.0,0.0,0.0,0.0,0.0,true,, 1.0
2026-06-23 04:13:29 +0000,Close-Grip Bench Press, 5,65.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-23 04:13:29 +0000,Close-Grip Bench Press, 5,65.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-23 04:13:29 +0000,Close-Grip Bench Press, 5,65.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-23 04:13:29 +0000,Close-Grip Bench Press, 5,65.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-23 04:13:29 +0000,Barbell Bicep Drag Curl, 8,20.0,0.0,0.0,0.0,0.0,true,, 1.0
2026-06-23 04:13:29 +0000,Barbell Bicep Drag Curl, 6,27.5,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-23 04:13:29 +0000,Barbell Bicep Drag Curl, 6,27.5,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-23 04:13:29 +0000,Barbell Bicep Drag Curl, 6,27.5,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-23 04:13:29 +0000,Barbell Bicep Drag Curl, 6,27.5,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-23 04:13:29 +0000,Pull Up, 5,0.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-23 04:13:29 +0000,Pull Up, 5,0.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-23 04:13:29 +0000,Pull Up, 5,0.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-23 04:13:29 +0000,Pull Up, 5,0.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-23 04:13:29 +0000,Dumbbell Bench Press, 9,22.0,0.0,0.0,0.0,0.0,false,, 2.0
2026-06-23 04:13:29 +0000,Dumbbell Bench Press, 9,24.0,0.0,0.0,0.0,0.0,false,, 2.0
2026-06-23 04:13:29 +0000,Dumbbell Bench Press, 7,26.0,0.0,0.0,0.0,0.0,false,, 2.0
2026-06-21 06:16:01 +0000,Barbell Shoulder Press, 8,25.0,0.0,0.0,0.0,0.0,true,, 1.0
2026-06-21 06:16:01 +0000,Barbell Shoulder Press, 8,40.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-21 06:16:01 +0000,Barbell Shoulder Press, 8,40.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-21 06:16:01 +0000,Bent Over Barbell Row, 8,40.0,0.0,0.0,0.0,0.0,true,, 1.0
2026-06-21 06:16:01 +0000,Bent Over Barbell Row, 10,65.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-21 06:16:01 +0000,Bent Over Barbell Row, 10,60.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-21 06:16:01 +0000,Barbell Curl, 8,25.0,0.0,0.0,0.0,0.0,true,, 1.0
2026-06-21 06:16:01 +0000,Barbell Curl, 5,42.5,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-21 06:16:01 +0000,Barbell Curl, 5,42.5,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-21 06:16:01 +0000,Dip, 6,0.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-21 06:16:01 +0000,Dip, 7,0.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-21 06:16:01 +0000,Dip, 12,0.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-21 06:16:01 +0000,Dip, 10,0.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-21 06:16:01 +0000,Back Extensions, 8,20.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-21 06:16:01 +0000,Back Extensions, 8,20.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-21 06:16:01 +0000,Back Extensions, 8,20.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-19 04:22:07 +0000,Back Squat, 5,60.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-19 04:22:07 +0000,Back Squat, 5,70.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-19 04:22:07 +0000,Back Squat, 8,80.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-19 04:22:07 +0000,Back Squat, 8,80.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-19 04:22:07 +0000,Romanian Deadlift, 8,60.0,0.0,0.0,0.0,0.0,true,, 1.0
2026-06-19 04:22:07 +0000,Romanian Deadlift, 3,90.0,0.0,0.0,0.0,0.0,true,, 1.0
2026-06-19 04:22:07 +0000,Romanian Deadlift, 3,100.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-19 04:22:07 +0000,Romanian Deadlift, 3,100.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-19 04:22:07 +0000,Romanian Deadlift, 3,90.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-19 04:22:07 +0000,Dumbbell Lunge, 8,16.0,0.0,0.0,0.0,0.0,true,, 4.0
2026-06-19 04:22:07 +0000,Dumbbell Lunge, 4,24.0,0.0,0.0,0.0,0.0,false,, 4.0
2026-06-19 04:22:07 +0000,Dumbbell Lunge, 4,24.0,0.0,0.0,0.0,0.0,false,, 4.0
2026-06-19 04:22:07 +0000,Dumbbell Lunge, 4,24.0,0.0,0.0,0.0,0.0,false,, 4.0
2026-06-19 04:22:07 +0000,Leg Press, 8,103.0,0.0,0.0,0.0,0.0,true,, 1.0
2026-06-19 04:22:07 +0000,Leg Press, 3,158.0,0.0,0.0,0.0,0.0,true,, 1.0
2026-06-19 04:22:07 +0000,Leg Press, 7,180.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-19 04:22:07 +0000,Leg Press, 7,180.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-19 04:22:07 +0000,Plank, 0,0.0,85.0,0.0,0.0,0.0,false,, 0.0
2026-06-19 04:22:07 +0000,Plank, 0,0.0,85.0,0.0,0.0,0.0,false,, 0.0
2026-06-19 04:22:07 +0000,Plank, 0,0.0,85.0,0.0,0.0,0.0,false,, 0.0
2026-06-17 04:04:44 +0000,Barbell Incline Bench Press, 8,40.0,0.0,0.0,0.0,0.0,true,, 1.0
2026-06-17 04:04:44 +0000,Barbell Incline Bench Press, 6,60.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-17 04:04:44 +0000,Barbell Incline Bench Press, 6,60.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-17 04:04:44 +0000,Barbell Incline Bench Press, 6,60.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-17 04:04:44 +0000,Barbell Incline Bench Press, 6,55.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-17 04:04:44 +0000,Barbell Curl, 8,25.0,0.0,0.0,0.0,0.0,true,, 1.0
2026-06-17 04:04:44 +0000,Barbell Curl, 5,40.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-17 04:04:44 +0000,Barbell Curl, 5,40.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-17 04:04:44 +0000,Barbell Curl, 5,40.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-17 04:04:44 +0000,Cable Row, 8,40.0,0.0,0.0,0.0,0.0,true,, 1.0
2026-06-17 04:04:44 +0000,Cable Row, 8,70.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-17 04:04:44 +0000,Cable Row, 8,70.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-17 04:04:44 +0000,Cable Row, 8,70.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-17 04:04:44 +0000,Cable Row, 8,70.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-17 04:04:44 +0000,Machine Fly, 8,16.0,0.0,0.0,0.0,0.0,true,, 1.0
2026-06-17 04:04:44 +0000,Machine Fly, 5,25.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-17 04:04:44 +0000,Machine Fly, 5,30.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-17 04:04:44 +0000,Machine Fly, 5,30.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-17 04:04:44 +0000,Cross Body Hammer Curls, 4,15.0,0.0,0.0,0.0,0.0,false,, 2.0
2026-06-17 04:04:44 +0000,Cross Body Hammer Curls, 4,15.0,0.0,0.0,0.0,0.0,false,, 2.0
2026-06-17 04:04:44 +0000,Cross Body Hammer Curls, 6,15.0,0.0,0.0,0.0,0.0,false,, 2.0
2026-06-17 04:04:44 +0000,Cross Body Hammer Curls, 5,15.0,0.0,0.0,0.0,0.0,false,, 2.0
2026-06-17 04:04:44 +0000,Cable Rope Tricep Extension, 8,20.0,0.0,0.0,0.0,0.0,true,, 1.0
2026-06-17 04:04:44 +0000,Cable Rope Tricep Extension, 10,30.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-17 04:04:44 +0000,Cable Rope Tricep Extension, 10,30.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-17 04:04:44 +0000,Cable Rope Tricep Extension, 10,30.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-17 04:04:44 +0000,Cable Rope Tricep Extension, 10,30.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-16 04:20:46 +0000,Deadlift, 8,60.0,0.0,0.0,0.0,0.0,true,, 1.0
2026-06-16 04:20:46 +0000,Deadlift, 3,95.0,0.0,0.0,0.0,0.0,true,, 1.0
2026-06-16 04:20:46 +0000,Deadlift, 5,105.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-16 04:20:46 +0000,Deadlift, 5,105.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-16 04:20:46 +0000,Barbell Hip Thrust, 7,85.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-16 04:20:46 +0000,Barbell Hip Thrust, 7,85.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-16 04:20:46 +0000,Barbell Hip Thrust, 7,85.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-16 04:20:46 +0000,Good Morning, 8,27.5,0.0,0.0,0.0,0.0,true,, 1.0
2026-06-16 04:20:46 +0000,Good Morning, 5,45.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-16 04:20:46 +0000,Good Morning, 5,45.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-16 04:20:46 +0000,Good Morning, 5,45.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-16 04:20:46 +0000,Good Morning, 5,45.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-16 04:20:46 +0000,Good Morning, 5,45.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-16 04:20:46 +0000,Leg Extension, 8,32.0,0.0,0.0,0.0,0.0,true,, 1.0
2026-06-16 04:20:46 +0000,Leg Extension, 8,52.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-16 04:20:46 +0000,Leg Extension, 8,52.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-16 04:20:46 +0000,Leg Extension, 8,52.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-16 04:20:46 +0000,Crunches, 22,0.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-16 04:20:46 +0000,Crunches, 22,0.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-16 04:20:46 +0000,Crunches, 22,0.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-16 04:20:46 +0000,Crunches, 22,0.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-14 05:15:51 +0000,Barbell Shoulder Press, 8,30.0,0.0,0.0,0.0,0.0,true,, 1.0
2026-06-14 05:15:51 +0000,Barbell Shoulder Press, 2,50.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-14 05:15:51 +0000,Barbell Shoulder Press, 2,50.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-14 05:15:51 +0000,Barbell Shoulder Press, 2,50.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-14 05:15:51 +0000,Bent Over Barbell Row, 8,50.0,0.0,0.0,0.0,0.0,true,, 1.0
2026-06-14 05:15:51 +0000,Bent Over Barbell Row, 10,60.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-14 05:15:51 +0000,Bent Over Barbell Row, 10,60.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-14 05:15:51 +0000,Bent Over Barbell Row, 10,60.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-14 05:15:51 +0000,Close-Grip Bench Press, 8,40.0,0.0,0.0,0.0,0.0,true,, 1.0
2026-06-14 05:15:51 +0000,Close-Grip Bench Press, 4,70.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-14 05:15:51 +0000,Close-Grip Bench Press, 4,70.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-14 05:15:51 +0000,Cable Row, 8,40.0,0.0,0.0,0.0,0.0,true,, 1.0
2026-06-14 05:15:51 +0000,Cable Row, 8,66.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-14 05:15:51 +0000,Cable Row, 8,66.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-14 05:15:51 +0000,Cable Row, 8,66.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-14 05:15:51 +0000,Cable Row, 8,66.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-14 05:15:51 +0000,Back Extensions, 8,20.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-14 05:15:51 +0000,Back Extensions, 8,20.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-14 05:15:51 +0000,Back Extensions, 8,20.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-14 05:15:51 +0000,Back Extensions, 8,20.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-14 05:15:51 +0000,Back Extensions, 8,20.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-12 04:33:33 +0000,Barbell Bench Press, 4,60.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-12 04:33:33 +0000,Barbell Bench Press, 2,70.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-12 04:33:33 +0000,Barbell Bench Press, 3,75.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-12 04:33:33 +0000,Barbell Bench Press, 2,75.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-12 04:33:33 +0000,Barbell Curl, 8,30.0,0.0,0.0,0.0,0.0,true,, 1.0
2026-06-12 04:33:33 +0000,Barbell Curl, 2,45.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-12 04:33:33 +0000,Barbell Curl, 2,45.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-12 04:33:33 +0000,Dip, 9,0.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-12 04:33:33 +0000,Dip, 9,0.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-12 04:33:33 +0000,Dip, 9,0.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-12 04:33:33 +0000,Dip, 9,0.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-12 04:33:33 +0000,Dip, 9,0.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-12 04:33:33 +0000,Vertical Leg Raise, 11,0.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-12 04:33:33 +0000,Vertical Leg Raise, 11,0.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-12 04:33:33 +0000,Vertical Leg Raise, 11,0.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-12 04:33:33 +0000,Cable Row, 8,50.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-12 04:33:33 +0000,Cable Row, 8,60.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-12 04:33:33 +0000,Cable Row, 8,70.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-12 04:33:33 +0000,Cable Row, 8,70.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-10 04:21:01 +0000,Front Squat, 8,37.5,0.0,0.0,0.0,0.0,true,, 1.0
2026-06-10 04:21:01 +0000,Front Squat, 4,70.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-10 04:21:01 +0000,Front Squat, 4,70.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-10 04:21:01 +0000,Front Squat, 4,70.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-10 04:21:01 +0000,Romanian Deadlift, 8,45.0,0.0,0.0,0.0,0.0,true,, 1.0
2026-06-10 04:21:01 +0000,Romanian Deadlift, 15,75.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-10 04:21:01 +0000,Romanian Deadlift, 15,75.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-10 04:21:01 +0000,Romanian Deadlift, 15,75.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-10 04:21:01 +0000,Cable Pull Through, 1,26.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-10 04:21:01 +0000,Cable Pull Through, 1,32.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-10 04:21:01 +0000,Cable Pull Through, 3,32.5,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-10 04:21:01 +0000,Cable Pull Through, 4,32.5,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-10 04:21:01 +0000,Leg Press, 8,100.0,0.0,0.0,0.0,0.0,true,, 1.0
2026-06-10 04:21:01 +0000,Leg Press, 3,120.0,0.0,0.0,0.0,0.0,true,, 1.0
2026-06-10 04:21:01 +0000,Leg Press, 10,140.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-10 04:21:01 +0000,Leg Press, 10,140.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-10 04:21:01 +0000,Leg Press, 10,140.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-10 04:21:01 +0000,Leg Press, 10,140.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-10 04:21:01 +0000,Dumbbell Squat, 8,12.5,0.0,0.0,0.0,0.0,false,, 2.0
2026-06-10 04:21:01 +0000,Dumbbell Squat, 8,15.0,0.0,0.0,0.0,0.0,false,, 2.0
2026-06-10 04:21:01 +0000,Dumbbell Squat, 12,20.0,0.0,0.0,0.0,0.0,false,, 2.0
2026-06-10 04:21:01 +0000,Dumbbell Squat, 12,24.0,0.0,0.0,0.0,0.0,false,, 2.0
2026-06-08 05:41:53 +0000,Barbell Shoulder Press, 8,27.5,0.0,0.0,0.0,0.0,true,, 1.0
2026-06-08 05:41:53 +0000,Barbell Shoulder Press, 4,40.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-08 05:41:53 +0000,Barbell Shoulder Press, 4,42.5,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-08 05:41:53 +0000,Barbell Shoulder Press, 4,45.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-08 05:41:53 +0000,Dumbbell Row, 8,20.0,0.0,0.0,0.0,0.0,true,, 2.0
2026-06-08 05:41:53 +0000,Dumbbell Row, 12,30.0,0.0,0.0,0.0,0.0,false,, 2.0
2026-06-08 05:41:53 +0000,Dumbbell Row, 12,30.0,0.0,0.0,0.0,0.0,false,, 2.0
2026-06-08 05:41:53 +0000,Dumbbell Row, 12,30.0,0.0,0.0,0.0,0.0,false,, 2.0
2026-06-08 05:41:53 +0000,Dumbbell Back Fly, 10,7.5,0.0,0.0,0.0,0.0,false,, 2.0
2026-06-08 05:41:53 +0000,Dumbbell Back Fly, 10,7.5,0.0,0.0,0.0,0.0,false,, 2.0
2026-06-08 05:41:53 +0000,Dumbbell Back Fly, 10,10.0,0.0,0.0,0.0,0.0,false,, 2.0
2026-06-08 05:41:53 +0000,Dumbbell Back Fly, 10,10.0,0.0,0.0,0.0,0.0,false,, 2.0
2026-06-08 05:41:53 +0000,Dumbbell Tricep Extension, 6,22.5,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-08 05:41:53 +0000,Dumbbell Tricep Extension, 6,22.5,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-08 05:41:53 +0000,Back Extensions, 8,20.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-08 05:41:53 +0000,Back Extensions, 8,20.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-06-08 05:41:53 +0000,Back Extensions, 8,20.0,0.0,0.0,0.0,0.0,false,, 1.0
